replication_experiment_with_bonus;response_correct;wason_condition;rt;wason_name;pc_choice_includes_antecedent_true;pc_choice_includes_antecedent_false;pc_choice_includes_consequent_true;pc_choice_includes_consequent_false;rt_split;subject;subject_no_rt;response_correct_no_prior;logprob_diff
realistic";;violate_farmer_gasoline;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.017965310000001
FALSE;FALSE;"Violate
realistic";;violate_farmer_gasoline;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.783517840000002
FALSE;FALSE;"Violate
realistic";;violate_farmer_gasoline;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.821296690000004
FALSE;FALSE;"Violate
realistic";;violate_farmer_gasoline;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.29304123
FALSE;FALSE;"Violate
realistic";;violate_food_expiry;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.624300009999999
FALSE;FALSE;"Violate
realistic";;violate_food_expiry;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.89088821
FALSE;FALSE;"Violate
realistic";;violate_food_expiry;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.22446441999999678
FALSE;FALSE;"Violate
realistic";;violate_food_expiry;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.7935199699999984
FALSE;FALSE;"Violate
realistic";;violate_food_expiry;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.16017913999999678
FALSE;FALSE;"Violate
realistic";;violate_food_expiry;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.16050339000000236
FALSE;FALSE;"Violate
realistic";;violate_gardener_fertilizer;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.6978645399999976
FALSE;FALSE;"Violate
realistic";;violate_gardener_fertilizer;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.1070594799999967
FALSE;FALSE;"Violate
realistic";;violate_gardener_fertilizer;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.4785499599999952
FALSE;FALSE;"Violate
realistic";;violate_gardener_fertilizer;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;2.022760390000002
FALSE;FALSE;"Violate
realistic";;violate_gardener_fertilizer;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.704998019999998
FALSE;FALSE;"Violate
realistic";;violate_gardener_fertilizer;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;2.066902159999998
FALSE;FALSE;"Violate
realistic";;violate_homework_playing;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.5688781699999979
FALSE;FALSE;"Violate
realistic";;violate_homework_playing;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.07402419999999665
FALSE;FALSE;"Violate
realistic";;violate_homework_playing;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.11178779999999477
FALSE;FALSE;"Violate
realistic";;violate_homework_playing;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.3040180200000009
FALSE;FALSE;"Violate
realistic";;violate_homework_playing;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.7716293300000032
FALSE;FALSE;"Violate
realistic";;violate_homework_playing;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.610635760000001
FALSE;FALSE;"Violate
realistic";;violate_innocence_project_prison;FALSE;FALSE;TRUE;TRUE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.9825706499999995
FALSE;FALSE;"Violate
realistic";;violate_innocence_project_prison;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.8118171699999976
FALSE;FALSE;"Violate
realistic";;violate_innocence_project_prison;FALSE;FALSE;TRUE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.20053482000000145
FALSE;FALSE;"Violate
realistic";;violate_innocence_project_prison;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.04635619999999818
FALSE;FALSE;"Violate
realistic";;violate_innocence_project_prison;FALSE;FALSE;TRUE;TRUE;NA;PaLM 2-M;PaLM 2-M;FALSE;1.4429416700000033
FALSE;FALSE;"Violate
realistic";;violate_innocence_project_prison;FALSE;FALSE;TRUE;TRUE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.13579177000000442
FALSE;FALSE;"Violate
realistic";;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.134176250000003
FALSE;FALSE;"Violate
realistic";;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.351083750000001
FALSE;FALSE;"Violate
realistic";;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.08660316000000279
FALSE;FALSE;"Violate
realistic";;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.7142200500000015
FALSE;FALSE;"Violate
realistic";;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.9143829399999959
FALSE;FALSE;"Violate
realistic";;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;3.40706634
FALSE;FALSE;"Violate
realistic";;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.433025360000002
FALSE;FALSE;"Violate
realistic";;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.20302582000000058
FALSE;FALSE;"Violate
realistic";;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.3677635199999969
FALSE;TRUE;"Violate
realistic";;violate_marriage_adult;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.058916099999997584
FALSE;FALSE;"Violate
realistic";;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.40224266000000597
FALSE;FALSE;"Violate
realistic";;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.8548431399999998
FALSE;FALSE;"Violate
realistic";;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;4.31423187
FALSE;FALSE;"Violate
realistic";;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;2.378686899999998
FALSE;FALSE;"Violate
realistic";;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;4.155200960000009
FALSE;FALSE;"Violate
realistic";;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;2.844181060000004
FALSE;FALSE;"Violate
realistic";;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;4.361021039999997
FALSE;FALSE;"Violate
realistic";;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;2.2831916799999945
FALSE;FALSE;"Violate
realistic";;violate_skydiving_parachute;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.13670349999999587
FALSE;FALSE;"Violate
realistic";;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.29434204000000364
FALSE;FALSE;"Violate
realistic";;violate_skydiving_parachute;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.22739410000000504
FALSE;FALSE;"Violate
realistic";;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.5955333699999983
FALSE;FALSE;"Violate
realistic";;violate_skydiving_parachute;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.2063350700000015
FALSE;FALSE;"Violate
realistic";;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.44490242000000535
FALSE;TRUE;"Violate
realistic";;violate_thrift_store_donations;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;2.626834869999996
FALSE;TRUE;"Violate
realistic";;violate_thrift_store_donations;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.3280410699999976
FALSE;TRUE;"Violate
realistic";;violate_thrift_store_donations;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;3.3059959499999962
FALSE;TRUE;"Violate
realistic";;violate_thrift_store_donations;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.4688625400000035
FALSE;TRUE;"Violate
realistic";;violate_thrift_store_donations;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.9138202700000022
FALSE;TRUE;"Violate
realistic";;violate_thrift_store_donations;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.6607017500000012
FALSE;FALSE;"Violate
realistic";;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.7874355300000033
FALSE;FALSE;"Violate
realistic";;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;1.0106678000000002
FALSE;FALSE;"Violate
realistic";;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.06414794999999884
FALSE;FALSE;"Violate
realistic";;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.8805961600000032
FALSE;FALSE;"Violate
realistic";;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;FALSE;0.18623352000000182
FALSE;FALSE;"Violate
realistic";;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-M;PaLM 2-M;TRUE;0.23028182999999558
FALSE;FALSE;Arbitrary;;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.1501541100000026
FALSE;FALSE;Arbitrary;;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.336483000000001
FALSE;FALSE;Arbitrary;;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.4771041799999978
FALSE;FALSE;Arbitrary;;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.924083709999998
FALSE;FALSE;Arbitrary;;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;2.71493147999999
FALSE;FALSE;Arbitrary;;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;2.7569618300000016
FALSE;TRUE;Arbitrary;;abstract_browser_pants;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.0135536200000033
FALSE;FALSE;Arbitrary;;abstract_browser_pants;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;0.6444454200000038
FALSE;TRUE;Arbitrary;;abstract_browser_pants;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.9395122499999999
FALSE;FALSE;Arbitrary;;abstract_browser_pants;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.515048979999996
FALSE;TRUE;Arbitrary;;abstract_browser_pants;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.03828811000000343
FALSE;FALSE;Arbitrary;;abstract_browser_pants;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.5237388700000025
FALSE;FALSE;Arbitrary;;abstract_caffeinated_conductive;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.6641883799999988
FALSE;FALSE;Arbitrary;;abstract_caffeinated_conductive;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.6867065499999967
FALSE;FALSE;Arbitrary;;abstract_caffeinated_conductive;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.758037569999999
FALSE;FALSE;Arbitrary;;abstract_caffeinated_conductive;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.592700960000002
FALSE;FALSE;Arbitrary;;abstract_caffeinated_conductive;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.33250045999999855
FALSE;FALSE;Arbitrary;;abstract_caffeinated_conductive;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.850337979999999
FALSE;FALSE;Arbitrary;;abstract_electronic_hairy;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.465192799999997
FALSE;FALSE;Arbitrary;;abstract_electronic_hairy;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.1274528500000045
FALSE;FALSE;Arbitrary;;abstract_electronic_hairy;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.123424530000001
FALSE;FALSE;Arbitrary;;abstract_electronic_hairy;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.16954613000000052
FALSE;FALSE;Arbitrary;;abstract_electronic_hairy;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.155746460000003
FALSE;FALSE;Arbitrary;;abstract_electronic_hairy;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.24754525000000172
FALSE;TRUE;Arbitrary;;abstract_european_hot;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.204021449999999
FALSE;TRUE;Arbitrary;;abstract_european_hot;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.6494769999999974
FALSE;TRUE;Arbitrary;;abstract_european_hot;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.3801860800000014
FALSE;FALSE;Arbitrary;;abstract_european_hot;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.1625499700000006
FALSE;TRUE;Arbitrary;;abstract_european_hot;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.4226436600000056
FALSE;TRUE;Arbitrary;;abstract_european_hot;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.3501930299999998
FALSE;TRUE;Arbitrary;;abstract_french_even;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.3266219999999933
FALSE;TRUE;Arbitrary;;abstract_french_even;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.626894
FALSE;TRUE;Arbitrary;;abstract_french_even;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.17652512000000087
FALSE;TRUE;Arbitrary;;abstract_french_even;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.0095996900000017
FALSE;TRUE;Arbitrary;;abstract_french_even;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.17856215999999847
FALSE;TRUE;Arbitrary;;abstract_french_even;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.3727607699999993
FALSE;TRUE;Arbitrary;;abstract_plant_philosopher;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.5710105900000002
FALSE;FALSE;Arbitrary;;abstract_plant_philosopher;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.0250015299999973
FALSE;TRUE;Arbitrary;;abstract_plant_philosopher;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.929658889999999
FALSE;TRUE;Arbitrary;;abstract_plant_philosopher;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.8096694899999974
FALSE;TRUE;Arbitrary;;abstract_plant_philosopher;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.7701835599999995
FALSE;FALSE;Arbitrary;;abstract_plant_philosopher;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.20846558000000215
FALSE;FALSE;Arbitrary;;abstract_plural_valence;TRUE;TRUE;FALSE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.31799698000000376
FALSE;FALSE;Arbitrary;;abstract_plural_valence;TRUE;TRUE;FALSE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.980964659999998
FALSE;TRUE;Arbitrary;;abstract_plural_valence;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.016387939999994217
FALSE;FALSE;Arbitrary;;abstract_plural_valence;TRUE;TRUE;FALSE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.001131049999998
FALSE;FALSE;Arbitrary;;abstract_plural_valence;TRUE;TRUE;FALSE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.3904380800000027
FALSE;FALSE;Arbitrary;;abstract_plural_valence;TRUE;TRUE;FALSE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.6364879600000037
FALSE;TRUE;Arbitrary;;abstract_prime_color;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;0.7934703799999951
FALSE;TRUE;Arbitrary;;abstract_prime_color;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.2088699399999996
FALSE;FALSE;Arbitrary;;abstract_prime_color;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.196674350000002
FALSE;TRUE;Arbitrary;;abstract_prime_color;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;0.17906761000000415
FALSE;TRUE;Arbitrary;;abstract_prime_color;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.1611061099999986
FALSE;TRUE;Arbitrary;;abstract_prime_color;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;FALSE;0.7364883400000011
FALSE;FALSE;Arbitrary;;abstract_textfile_time;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.249942779999998
FALSE;FALSE;Arbitrary;;abstract_textfile_time;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.63496018
FALSE;FALSE;Arbitrary;;abstract_textfile_time;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.657804480000003
FALSE;FALSE;Arbitrary;;abstract_textfile_time;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.5233612100000045
FALSE;FALSE;Arbitrary;;abstract_textfile_time;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.8970355900000015
FALSE;FALSE;Arbitrary;;abstract_textfile_time;TRUE;FALSE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.15696524999999895
FALSE;FALSE;Arbitrary;;abstract_texture_shape;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.2495746600000004
FALSE;FALSE;Arbitrary;;abstract_texture_shape;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.02262114999999909
FALSE;FALSE;Arbitrary;;abstract_texture_shape;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.22673988000000378
FALSE;FALSE;Arbitrary;;abstract_texture_shape;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.1809310900000014
FALSE;FALSE;Arbitrary;;abstract_texture_shape;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.7981548300000014
FALSE;FALSE;Arbitrary;;abstract_texture_shape;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.7689571399999977
FALSE;FALSE;Arbitrary;;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.02712822000000159
FALSE;FALSE;Arbitrary;;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.5432224199999993
FALSE;FALSE;Arbitrary;;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;1.391994479999994
FALSE;FALSE;Arbitrary;;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;2.8096752200000026
FALSE;FALSE;Arbitrary;;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;0.826091770000005
FALSE;FALSE;Arbitrary;;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;FALSE;3.161117560000001
FALSE;TRUE;Realistic;;doctor_degrees;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.7281074500000031
FALSE;FALSE;Realistic;;doctor_degrees;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.6889476799999983
FALSE;TRUE;Realistic;;doctor_degrees;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.5755290900000034
FALSE;FALSE;Realistic;;doctor_degrees;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.2349491100000023
FALSE;TRUE;Realistic;;doctor_degrees;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.23575592000000256
FALSE;FALSE;Realistic;;doctor_degrees;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.3353137999999944
FALSE;TRUE;Realistic;;driving_licensed;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.4912948599999964
FALSE;TRUE;Realistic;;driving_licensed;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.8334827500000017
FALSE;TRUE;Realistic;;driving_licensed;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.9999733000000006
FALSE;FALSE;Realistic;;driving_licensed;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.23437881999999632
FALSE;TRUE;Realistic;;driving_licensed;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.5880851800000002
FALSE;FALSE;Realistic;;driving_licensed;FALSE;TRUE;TRUE;FALSE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.148553849999999
FALSE;TRUE;Realistic;;farmer_gasoline;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.621726989999999
FALSE;TRUE;Realistic;;farmer_gasoline;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.9917736099999956
FALSE;TRUE;Realistic;;farmer_gasoline;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.1419525199999967
FALSE;TRUE;Realistic;;farmer_gasoline;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.600767139999995
FALSE;TRUE;Realistic;;farmer_gasoline;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.6795082100000016
FALSE;TRUE;Realistic;;farmer_gasoline;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;1.6227245299999993
FALSE;TRUE;Realistic;;food_expiry;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.4624557499999966
FALSE;TRUE;Realistic;;food_expiry;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.545782090000003
FALSE;TRUE;Realistic;;food_expiry;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.516477590000001
FALSE;TRUE;Realistic;;food_expiry;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;2.179336550000002
FALSE;TRUE;Realistic;;food_expiry;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;3.037271500000003
FALSE;TRUE;Realistic;;food_expiry;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;4.08890152
FALSE;FALSE;Realistic;;gardener_fertilizer;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.3282794899999999
FALSE;TRUE;Realistic;;gardener_fertilizer;TRUE;FALSE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.21500205999999622
FALSE;FALSE;Realistic;;gardener_fertilizer;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.6823520699999932
FALSE;FALSE;Realistic;;gardener_fertilizer;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.449188239999998
FALSE;FALSE;Realistic;;gardener_fertilizer;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.6558761599999983
FALSE;FALSE;Realistic;;gardener_fertilizer;FALSE;TRUE;FALSE;TRUE;NA;PaLM 2-L;PaLM 2-L;TRUE;0.5961036600000043
